Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S199748080,Chilean Tinamou,Nothoprocta perdicaria,165,1,CL-RM,Lo Barnechea,L16585931,"Camino a Farellones, Lo Barnechea CL-Metropolitana de Santiago -33.34644, -70.35803",-33.346441,-70.358033,2024-10-19,08:09 AM,eBird - Stationary Count,8,1,,,1,,"Solo oída, no vista"
S154259403,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),300,2,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2023-11-11,08:12 AM,eBird - Traveling Count,171,1,2.623,,17,,,"Santa Clara Valley Audubon Society field trip with Vinayak Hebbagil, Eve Meier and Shweta Shidhore leading. For more information about membership, field trips and classes, visit scvas.org"
S165252927,Canada Goose,Branta canadensis,330,16,US-CA,Alameda,L582754,San Leandro Marina,37.695231,-122.1906281,2024-03-17,09:00 AM,eBird - Traveling Count,159,1,3.542,,3
S167557450,Canada Goose,Branta canadensis,330,10,CA-ON,Bruce,L7978064,Cabot Head Lighthouse,45.245218,-81.292479,2024-04-07,10:15 AM,eBird - Traveling Count,126,1,2.25,,1
S169311392,Canada Goose,Branta canadensis,330,8,US-CA,Los Angeles,L22632489,Ballona Lagoon,33.9717874,-118.4588458,2024-04-19,09:00 AM,eBird - Traveling Count,43,1,2.05,,1
S168448531,Canada Goose,Branta canadensis,330,2,CA-ON,Peel,L4047590,Mississauga--Ben Machree Park,43.5408026,-79.5884585,2024-04-13,09:10 AM,IBA Canada (protocol),45,1,1.6,,26,,,"Very windy but good visibility. Temperatures between 4 and 6 oC   This list is a summary of birds for the IBA WELO count and The Riverwood Conservancy sponsored bird walk at Ben Machree Park and surroundings. Some 26 birdwatchers challenged the winds on a walk along the lake,  A Harlequin Duck was a nice surprises photographers by Pat Hare.  Thanks for the help to Pat Hare, Trisha Kluge, Malcolm Stewart, Ken Li and Sandra Porifiro"
S167992532,Canada Goose,Branta canadensis,330,6,CA-ON,Peel,L160823,Mississauga--Rattray Marsh CA,43.516773,-79.6037,2024-04-10,07:56 AM,eBird - Traveling Count,112,0,4.08,,1
S169076500,Canada Goose,Branta canadensis,330,4,CA-ON,Peel,L208775,Port Credit--J. C. Saddington Park,43.5471294,-79.5821225,2024-04-13,08:30 AM,IBA Canada (protocol),40,1,1.8,,26,,,"Partly cloudy ….Very windy (ENE) with very turbid waters due to all the rain that has fallen in the last 24 hours. Temperatures between 4 and 6 oC    This list is a summary of birds for the IBA WELO count and The Riverwood Conservancy sponsored bird walk along the lakefront. Some 26 birdwatchers challenged the winds on a walk along the lake, a Great Egret and A Harlequin Duck were nice surprises.  Thanks for the help to Pat Hare, Trisha Kluge, Kun Li and Sandra Porifiro"
S155611564,Canada Goose,Branta canadensis,330,40,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2023-12-02,09:09 AM,eBird - Traveling Count,167,1,2.19,,3
S166695330,Canada Goose,Branta canadensis,330,7,US-CA,San Mateo,L381276,Don Edwards NWR--Ravenswood Salt Ponds R1/R2,37.498727,-122.1415758,2024-03-31,08:25 AM,eBird - Traveling Count,260,0,6.31,,2
S163599858,Canada Goose,Branta canadensis,330,10,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-03-03,09:35 AM,eBird - Traveling Count,103,1,2.56,,1
S166535028,Canada Goose,Branta canadensis,330,18,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-03-30,10:19 AM,eBird - Traveling Count,169,0,4.08,,1
S175378784,Canada Goose,Branta canadensis,330,36,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-05-18,09:32 AM,eBird - Traveling Count,64,1,1.11,,2
S194896407,Canada Goose,Branta canadensis,330,12,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-09-12,05:28 PM,eBird - Traveling Count,37,0,.89,,1
S161268937,Canada Goose,Branta canadensis,330,34,US-CA,Santa Clara,L470022,Hellyer County Park,37.2810873,-121.8110847,2024-02-11,01:49 PM,eBird - Traveling Count,40,1,1.58,,2
S204217558,Canada Goose,Branta canadensis,330,50,US-CA,Santa Clara,L4110180,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,2024-12-01,07:50 AM,eBird - Traveling Count,210,1,3.36,,2
S196121721,Canada Goose,Branta canadensis,330,20,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2024-09-22,08:14 AM,eBird - Traveling Count,179,1,3.91,,2
S161327433,Canada Goose,Branta canadensis,330,40,US-CA,Santa Clara,L29211238,"Lake Cunningham Park, San Jose US-CA 37.33776, -121.80500",37.337761,-121.804998,2024-02-11,08:47 AM,eBird - Traveling Count,221,1,4.686,,3
S154259403,Canada Goose,Branta canadensis,330,50,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2023-11-11,08:12 AM,eBird - Traveling Count,171,1,2.623,,17,,,"Santa Clara Valley Audubon Society field trip with Vinayak Hebbagil, Eve Meier and Shweta Shidhore leading. For more information about membership, field trips and classes, visit scvas.org"
S166295455,Canada Goose,Branta canadensis,330,15,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2024-03-28,05:05 PM,eBird - Traveling Count,21,1,.512,,33
S166301587,Canada Goose,Branta canadensis,330,2,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2024-03-28,05:26 PM,eBird - Traveling Count,100,1,2.52,,3
S202220075,Canada Goose,Branta canadensis,330,21,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2024-11-11,04:26 PM,eBird - Traveling Count,58,1,2.34,,1,,,Audio Recording
S204068913,Canada Goose,Branta canadensis,330,23,US-CA,Santa Clara,L954210,Mayfield Slough,37.450843,-122.1023512,2024-11-30,06:55 AM,eBird - Traveling Count,62,1,2.78,,1,,,,626915514 626915515
S159471387,Canada Goose,Branta canadensis,330,60,US-CA,Santa Clara,L12742110,Palo Alto Baylands--Boardwalk,37.459984,-122.106112,2024-01-21,09:13 AM,eBird - Traveling Count,100,0,4.06,,1
S175356028,Canada Goose,Branta canadensis,330,3,US-CA,Santa Clara,L594012,Shoreline Park--Shoreline Lake area,37.432341,-122.0918369,2024-05-18,09:11 AM,eBird - Traveling Count,19,1,.59,,2,F Flyover
S175399797,Canada Goose,Branta canadensis,330,5,US-CA,Santa Clara,L594012,Shoreline Park--Shoreline Lake area,37.432341,-122.0918369,2024-05-18,10:52 AM,eBird - Traveling Count,65,1,2.21,,2
S165048752,Canada Goose,Branta canadensis,330,10,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2024-03-16,08:07 AM,eBird - Traveling Count,257,1,7.82,,2
S203889552,Canada Goose,Branta canadensis,330,X,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2024-11-28,08:43 AM,eBird - Traveling Count,162,1,5.1,,2
S162799737,Canada Goose,Branta canadensis,330,19,US-CA,Santa Clara,L1305605,Sunnyvale WPCP--Landfill,37.4199078,-122.0202327,2024-02-24,07:54 AM,eBird - Traveling Count,194,1,3.703,,3
S150584251,Canada Goose,Branta canadensis,330,27,US-CA,Santa Clara,L210223,Vasona Lake County Park,37.2385116,-121.9709873,2023-09-23,10:21 AM,eBird - Traveling Count,127,1,2.6,,3
S160232235,Canada Goose,Branta canadensis,330,50,US-CA,Santa Clara,L210223,Vasona Lake County Park,37.2385116,-121.9709873,2024-01-30,04:49 PM,eBird - Traveling Count,64,1,3.007,,2
S174510998,Canada Goose,Branta canadensis,330,5,US-CA,Sonoma,L2192531,Laguna de Santa Rosa Trail-- including Kelly Pond and Laguna Wetlands Preserve,38.4096167,-122.8124285,2024-05-11,10:47 AM,eBird - Traveling Count,62,1,1.625,,2
S183306525,Canada Goose (moffitti/maxima),Branta canadensis moffitti/maxima,331,8,US-CA,Marin,L27142125,Sausalito Harbor to GG Bridge,37.858678,-122.475268,2024-06-22,07:56 AM,eBird - Traveling Count,35,1,7.119,,28
S168448531,Mute Swan,Cygnus olor,365,4,CA-ON,Peel,L4047590,Mississauga--Ben Machree Park,43.5408026,-79.5884585,2024-04-13,09:10 AM,IBA Canada (protocol),45,1,1.6,,26,,,"Very windy but good visibility. Temperatures between 4 and 6 oC   This list is a summary of birds for the IBA WELO count and The Riverwood Conservancy sponsored bird walk at Ben Machree Park and surroundings. Some 26 birdwatchers challenged the winds on a walk along the lake,  A Harlequin Duck was a nice surprises photographers by Pat Hare.  Thanks for the help to Pat Hare, Trisha Kluge, Malcolm Stewart, Ken Li and Sandra Porifiro"
S167992532,Mute Swan,Cygnus olor,365,3,CA-ON,Peel,L160823,Mississauga--Rattray Marsh CA,43.516773,-79.6037,2024-04-10,07:56 AM,eBird - Traveling Count,112,0,4.08,,1
S169076500,Mute Swan,Cygnus olor,365,2,CA-ON,Peel,L208775,Port Credit--J. C. Saddington Park,43.5471294,-79.5821225,2024-04-13,08:30 AM,IBA Canada (protocol),40,1,1.8,,26,,,"Partly cloudy ….Very windy (ENE) with very turbid waters due to all the rain that has fallen in the last 24 hours. Temperatures between 4 and 6 oC    This list is a summary of birds for the IBA WELO count and The Riverwood Conservancy sponsored bird walk along the lakefront. Some 26 birdwatchers challenged the winds on a walk along the lake, a Great Egret and A Harlequin Duck were nice surprises.  Thanks for the help to Pat Hare, Trisha Kluge, Kun Li and Sandra Porifiro"
S198398422,Black-necked Swan,Cygnus melancoryphus,369,2,CL-RM,Lampa,L570658,SN Laguna Batuco,-33.2064427,-70.8279133,2024-10-11,10:44 AM,eBird - Traveling Count,147,0,2.32,,1
S198398135,Coscoroba Swan,Coscoroba coscoroba,383,3,CL-RM,Lampa,L570658,SN Laguna Batuco,-33.2064427,-70.8279133,2024-10-11,08:23 AM,eBird - Traveling Count,119,0,2.1,,1
S198994232,Coscoroba Swan,Coscoroba coscoroba,383,1,CL-VS,Quintero,L760601,Estero Mantagua--norte del estero,-32.8748026,-71.508997,2024-10-12,02:24 PM,eBird - Traveling Count,49,0,.78,,1
S198398135,Andean Goose,Oressochen melanopterus,388,6,CL-RM,Lampa,L570658,SN Laguna Batuco,-33.2064427,-70.8279133,2024-10-11,08:23 AM,eBird - Traveling Count,119,0,2.1,,1
S152332833,goose sp.,Anatidae (goose sp.),401,10,US-CA,Alameda,L1341883,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,2023-10-15,09:31 AM,eBird - Traveling Count,181,1,5.39,,5
S167992532,Wood Duck,Aix sponsa,441,6,CA-ON,Peel,L160823,Mississauga--Rattray Marsh CA,43.516773,-79.6037,2024-04-10,07:56 AM,eBird - Traveling Count,112,0,4.08,,1
S161327433,Wood Duck,Aix sponsa,441,1,US-CA,Santa Clara,L29211238,"Lake Cunningham Park, San Jose US-CA 37.33776, -121.80500",37.337761,-121.804998,2024-02-11,08:47 AM,eBird - Traveling Count,221,1,4.686,,3
S162799737,Blue-winged Teal,Spatula discors,468,6,US-CA,Santa Clara,L1305605,Sunnyvale WPCP--Landfill,37.4199078,-122.0202327,2024-02-24,07:54 AM,eBird - Traveling Count,194,1,3.703,,3
S159001730,Cinnamon Teal,Spatula cyanoptera,469,3,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-01-15,08:28 AM,eBird - Traveling Count,254,1,4.09,,3
S202811385,Cinnamon Teal,Spatula cyanoptera,469,1,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-11-17,07:19 AM,eBird - Traveling Count,132,1,4.47,,1,,,Audio Recording
S203364471,Cinnamon Teal,Spatula cyanoptera,469,5,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-11-23,07:27 AM,eBird - Traveling Count,96,1,4.11,,1
S190446672,Cinnamon Teal,Spatula cyanoptera,469,1,US-CA,Alameda,L13758035,Coyote Hills Regional Park--D.U.S.T. Trail,37.5603121,-122.0789314,2024-07-20,08:55 AM,eBird - Traveling Count,162,1,7.184,,3
S152332833,Cinnamon Teal,Spatula cyanoptera,469,1,US-CA,Alameda,L1341883,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,2023-10-15,09:31 AM,eBird - Traveling Count,181,1,5.39,,5
S165845247,Cinnamon Teal,Spatula cyanoptera,469,8,US-CA,Alameda,L1341883,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,2024-03-24,09:07 AM,eBird - Traveling Count,200,1,2.2,,2
S198398135,Cinnamon Teal,Spatula cyanoptera,469,2,CL-RM,Lampa,L570658,SN Laguna Batuco,-33.2064427,-70.8279133,2024-10-11,08:23 AM,eBird - Traveling Count,119,0,2.1,,1
S198994043,Cinnamon Teal,Spatula cyanoptera,469,5,CL-VS,Quintero,L504548,Estero Mantagua,-32.8844165,-71.5067482,2024-10-12,11:03 AM,eBird - Traveling Count,164,0,2.13,,1
S175420571,Cinnamon Teal,Spatula cyanoptera,469,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-05-18,12:06 PM,eBird - Stationary Count,4,0,,,2
S203889552,Cinnamon Teal,Spatula cyanoptera,469,1,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2024-11-28,08:43 AM,eBird - Traveling Count,162,1,5.1,,2
S198398135,Red Shoveler,Spatula platalea,478,2,CL-RM,Lampa,L570658,SN Laguna Batuco,-33.2064427,-70.8279133,2024-10-11,08:23 AM,eBird - Traveling Count,119,0,2.1,,1
S198994043,Red Shoveler,Spatula platalea,478,2,CL-VS,Quintero,L504548,Estero Mantagua,-32.8844165,-71.5067482,2024-10-12,11:03 AM,eBird - Traveling Count,164,0,2.13,,1
S198994232,Red Shoveler,Spatula platalea,478,1,CL-VS,Quintero,L760601,Estero Mantagua--norte del estero,-32.8748026,-71.508997,2024-10-12,02:24 PM,eBird - Traveling Count,49,0,.78,,1
S159001730,Northern Shoveler,Spatula clypeata,483,31,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-01-15,08:28 AM,eBird - Traveling Count,254,1,4.09,,3
S202974271,Northern Shoveler,Spatula clypeata,483,X,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-11-09,07:27 AM,eBird - Traveling Count,101,0,2.58,,1,,,Audio Recording
S202811385,Northern Shoveler,Spatula clypeata,483,59,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-11-17,07:19 AM,eBird - Traveling Count,132,1,4.47,,1,,,Audio Recording
S203364471,Northern Shoveler,Spatula clypeata,483,62,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-11-23,07:27 AM,eBird - Traveling Count,96,1,4.11,,1
S190446672,Northern Shoveler,Spatula clypeata,483,9,US-CA,Alameda,L13758035,Coyote Hills Regional Park--D.U.S.T. Trail,37.5603121,-122.0789314,2024-07-20,08:55 AM,eBird - Traveling Count,162,1,7.184,,3,FY Feeding Young
S203368565,Northern Shoveler,Spatula clypeata,483,1,US-CA,Alameda,L13758035,Coyote Hills Regional Park--D.U.S.T. Trail,37.5603121,-122.0789314,2024-11-23,09:06 AM,eBird - Traveling Count,30,0,1.2,,1
S152332833,Northern Shoveler,Spatula clypeata,483,3,US-CA,Alameda,L1341883,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,2023-10-15,09:31 AM,eBird - Traveling Count,181,1,5.39,,5
S165845247,Northern Shoveler,Spatula clypeata,483,25,US-CA,Alameda,L1341883,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,2024-03-24,09:07 AM,eBird - Traveling Count,200,1,2.2,,2
S203486069,Northern Shoveler,Spatula clypeata,483,X,US-CA,Alameda,L457476,Eden Landing Ecological Reserve,37.596824,-122.1138096,2024-11-24,06:45 AM,eBird - Traveling Count,176,0,7.3,,1
S164344784,Northern Shoveler,Spatula clypeata,483,1,US-CA,Alameda,L1024893,Hayward Regional Shoreline--Mt. Trashmore,37.6442428,-122.1498156,2024-03-10,08:45 AM,eBird - Traveling Count,200,1,3.21,,3
S166695330,Northern Shoveler,Spatula clypeata,483,20,US-CA,San Mateo,L381276,Don Edwards NWR--Ravenswood Salt Ponds R1/R2,37.498727,-122.1415758,2024-03-31,08:25 AM,eBird - Traveling Count,260,0,6.31,,2
S163599858,Northern Shoveler,Spatula clypeata,483,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-03-03,09:35 AM,eBird - Traveling Count,103,1,2.56,,1
S166535028,Northern Shoveler,Spatula clypeata,483,85,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-03-30,10:19 AM,eBird - Traveling Count,169,0,4.08,,1
S204217558,Northern Shoveler,Spatula clypeata,483,120,US-CA,Santa Clara,L4110180,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,2024-12-01,07:50 AM,eBird - Traveling Count,210,1,3.36,,2,,,,626995447
S204068913,Northern Shoveler,Spatula clypeata,483,250,US-CA,Santa Clara,L954210,Mayfield Slough,37.450843,-122.1023512,2024-11-30,06:55 AM,eBird - Traveling Count,62,1,2.78,,1,,,,626915520
S204074627,Northern Shoveler,Spatula clypeata,483,14,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2024-11-30,08:06 AM,eBird - Traveling Count,35,1,1.18,,1
S157058117,Northern Shoveler,Spatula clypeata,483,130,US-CA,Santa Clara,L16591769,"Palo Alto Baylands Nature Preserve, Palo Alto US-CA 37.45895, -122.10522",37.458955,-122.105219,2023-12-23,08:02 AM,eBird - Traveling Count,214,1,2.363,,24,,,"Santa Clara Valley Audubon Society field trip with Diane McCoy, Susan Tenney and Peg Albrets leading. We started around 8 am.  There was a high tide of 8.9 feet at 9:08 am.    For more information about membership, field trips and classes visit SCVAS.org."
S159471387,Northern Shoveler,Spatula clypeata,483,40,US-CA,Santa Clara,L12742110,Palo Alto Baylands--Boardwalk,37.459984,-122.106112,2024-01-21,09:13 AM,eBird - Traveling Count,100,0,4.06,,1
S165048752,Northern Shoveler,Spatula clypeata,483,10,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2024-03-16,08:07 AM,eBird - Traveling Count,257,1,7.82,,2
S203889552,Northern Shoveler,Spatula clypeata,483,X,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2024-11-28,08:43 AM,eBird - Traveling Count,162,1,5.1,,2
S162799737,Northern Shoveler,Spatula clypeata,483,8,US-CA,Santa Clara,L1305605,Sunnyvale WPCP--Landfill,37.4199078,-122.0202327,2024-02-24,07:54 AM,eBird - Traveling Count,194,1,3.703,,3
S202811385,Gadwall,Mareca strepera,487,11,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-11-17,07:19 AM,eBird - Traveling Count,132,1,4.47,,1,,,Audio Recording
S203364471,Gadwall,Mareca strepera,487,4,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2024-11-23,07:27 AM,eBird - Traveling Count,96,1,4.11,,1
S190446672,Gadwall,Mareca strepera,487,24,US-CA,Alameda,L13758035,Coyote Hills Regional Park--D.U.S.T. Trail,37.5603121,-122.0789314,2024-07-20,08:55 AM,eBird - Traveling Count,162,1,7.184,,3,ON Occupied Nest
S165845247,Gadwall,Mareca strepera,487,2,US-CA,Alameda,L1341883,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,2024-03-24,09:07 AM,eBird - Traveling Count,200,1,2.2,,2
S194467710,Gadwall,Mareca strepera,487,6,US-CA,Mono,L725880,Dechambeau Ponds,38.0506527,-119.0841529,2024-09-08,02:03 PM,eBird - Traveling Count,31,1,.74,,1
S168448531,Gadwall,Mareca strepera,487,2,CA-ON,Peel,L4047590,Mississauga--Ben Machree Park,43.5408026,-79.5884585,2024-04-13,09:10 AM,IBA Canada (protocol),45,1,1.6,,26,,,"Very windy but good visibility. Temperatures between 4 and 6 oC   This list is a summary of birds for the IBA WELO count and The Riverwood Conservancy sponsored bird walk at Ben Machree Park and surroundings. Some 26 birdwatchers challenged the winds on a walk along the lake,  A Harlequin Duck was a nice surprises photographers by Pat Hare.  Thanks for the help to Pat Hare, Trisha Kluge, Malcolm Stewart, Ken Li and Sandra Porifiro"
S166535028,Gadwall,Mareca strepera,487,30,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-03-30,10:19 AM,eBird - Traveling Count,169,0,4.08,,1
S175378784,Gadwall,Mareca strepera,487,1,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-05-18,09:32 AM,eBird - Traveling Count,64,1,1.11,,2
S194896407,Gadwall,Mareca strepera,487,3,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2024-09-12,05:28 PM,eBird - Traveling Count,37,0,.89,,1
S204217558,Gadwall,Mareca strepera,487,10,US-CA,Santa Clara,L4110180,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,2024-12-01,07:50 AM,eBird - Traveling Count,210,1,3.36,,2
S161327433,Gadwall,Mareca strepera,487,5,US-CA,Santa Clara,L29211238,"Lake Cunningham Park, San Jose US-CA 37.33776, -121.80500",37.337761,-121.804998,2024-02-11,08:47 AM,eBird - Traveling Count,221,1,4.686,,3
S154259403,Gadwall,Mareca strepera,487,20,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2023-11-11,08:12 AM,eBird - Traveling Count,171,1,2.623,,17,,,"Santa Clara Valley Audubon Society field trip with Vinayak Hebbagil, Eve Meier and Shweta Shidhore leading. For more information about membership, field trips and classes, visit scvas.org"
S166301587,Gadwall,Mareca strepera,487,2,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2024-03-28,05:26 PM,eBird - Traveling Count,100,1,2.52,,3
S157058117,Gadwall,Mareca strepera,487,7,US-CA,Santa Clara,L16591769,"Palo Alto Baylands Nature Preserve, Palo Alto US-CA 37.45895, -122.10522",37.458955,-122.105219,2023-12-23,08:02 AM,eBird - Traveling Count,214,1,2.363,,24,,,"Santa Clara Valley Audubon Society field trip with Diane McCoy, Susan Tenney and Peg Albrets leading. We started around 8 am.  There was a high tide of 8.9 feet at 9:08 am.    For more information about membership, field trips and classes visit SCVAS.org."
S175399797,Gadwall,Mareca strepera,487,2,US-CA,Santa Clara,L594012,Shoreline Park--Shoreline Lake area,37.432341,-122.0918369,2024-05-18,10:52 AM,eBird - Traveling Count,65,1,2.21,,2
S165048752,Gadwall,Mareca strepera,487,1,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2024-03-16,08:07 AM,eBird - Traveling Count,257,1,7.82,,2
S203889552,Gadwall,Mareca strepera,487,X,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2024-11-28,08:43 AM,eBird - Traveling Count,162,1,5.1,,2
